id_cliente,genero,idoso,casado,dependentes,meses_cliente,servico_de_telefone,varias_linhas,servico_de_internet,seguranca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv,streaming_de_filmes,contrato,fatura_sem_papel,forma_de_pagamento,cobrancas_mensais,custos_totais,cancelou
1744-JHKYS,feminino,nao,sim,nao,34,sim,sim,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,24.7,780.2,nao
2656-FMOKZ,feminino,sim,nao,nao,15,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,74.45,1145.7,sim
2070-FNEXE,feminino,sim,nao,nao,7,sim,nao,fibra optica,sim,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,76.45,503.6,sim
5947-SGKCL,feminino,nao,sim,sim,15,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,transferencia bancaria,105.35,1559.25,nao
3712-PKXZA,masculino,nao,sim,nao,61,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cartao de credito,20.55,1252.0,nao
6317-YPKDH,feminino,nao,nao,nao,1,nao,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,transferencia bancaria,29.95,29.95,sim
6582-OIVSP,feminino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,45.3,45.3,nao
9367-WXLCH,masculino,nao,nao,nao,8,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,transferencia bancaria,84.5,662.65,sim
5524-KHNJP,masculino,nao,sim,sim,33,sim,nao,DSL,sim,nao,sim,nao,sim,sim,anual,nao,cartao de credito,74.75,2453.3,nao
1918-ZBFQJ,feminino,nao,nao,nao,13,sim,nao,fibra optica,nao,sim,sim,nao,nao,nao,mensal,sim,cheque eletronico,79.25,1111.65,sim
1024-GUALD,feminino,nao,sim,nao,1,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,24.8,24.8,sim
4827-USJHP,masculino,nao,nao,nao,20,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,sim,cheque,51.8,1023.85,nao
8167-GJLRN,masculino,nao,nao,nao,3,nao,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,nao,cheque eletronico,30.4,82.15,nao
0956-SYCWG,feminino,nao,nao,nao,13,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque eletronico,19.65,244.8,nao
8017-UVSZU,feminino,nao,sim,nao,40,sim,sim,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,cartao de credito,56.6,2379.1,nao
7100-FQPRV,masculino,nao,sim,sim,43,sim,sim,DSL,sim,nao,nao,sim,nao,sim,anual,sim,cartao de credito,71.9,3173.35,nao
2472-OVKUP,masculino,nao,sim,nao,6,sim,nao,fibra optica,nao,sim,sim,nao,nao,sim,mensal,sim,cheque eletronico,91.0,531.0,sim
2984-RGEYA,feminino,nao,sim,sim,69,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,19.75,1375.4,nao
9680-NIAUV,feminino,nao,sim,sim,72,sim,sim,fibra optica,sim,sim,sim,nao,sim,sim,bianual,nao,cartao de credito,109.7,8129.3,nao
2146-EGVDT,masculino,nao,sim,sim,59,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.3,1192.7,nao
2604-IJPDU,feminino,nao,sim,nao,20,sim,nao,fibra optica,sim,sim,nao,sim,sim,nao,mensal,sim,cheque eletronico,96.55,1901.65,nao
9178-JHUVJ,masculino,nao,sim,sim,24,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,transferencia bancaria,24.1,587.4,nao
6168-YBYNP,masculino,nao,nao,nao,59,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,mensal,sim,cheque eletronico,111.35,6519.75,nao
7255-SSFBC,masculino,nao,sim,sim,72,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,112.25,8041.65,nao
3645-DEYGF,masculino,nao,nao,sim,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.75,20.75,nao
9323-HGFWY,feminino,nao,sim,nao,27,sim,nao,fibra optica,sim,nao,nao,sim,sim,sim,anual,sim,cartao de credito,101.9,2681.15,nao
8544-GOQSH,feminino,nao,nao,nao,14,sim,nao,fibra optica,nao,sim,nao,sim,nao,nao,mensal,sim,cartao de credito,80.05,1112.3,nao
3363-DTIVD,masculino,nao,sim,sim,71,sim,sim,fibra optica,sim,nao,sim,nao,sim,sim,bianual,nao,cheque eletronico,105.55,7405.5,nao
7018-WBJNK,masculino,nao,nao,sim,13,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cartao de credito,78.3,1033.95,nao
9142-KZXOP,masculino,nao,nao,nao,44,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,68.85,2958.95,nao
7674-YTAFD,feminino,nao,nao,nao,33,sim,nao,fibra optica,nao,sim,nao,sim,nao,nao,anual,sim,transferencia bancaria,79.95,2684.85,nao
6348-SNFUS,masculino,nao,sim,sim,72,nao,nao,DSL,sim,sim,sim,sim,nao,sim,bianual,sim,cartao de credito,55.45,4179.2,nao
1285-OKIPP,masculino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,79.9,79.9,sim
7825-ECJRF,feminino,nao,nao,nao,19,sim,nao,fibra optica,sim,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,106.6,1934.45,sim
1347-KTTTA,masculino,nao,sim,nao,64,sim,nao,fibra optica,nao,sim,sim,sim,sim,sim,anual,sim,cartao de credito,102.45,6654.1,nao
7841-TZDMQ,masculino,nao,nao,nao,2,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,46.0,84.5,sim
4195-NZGTA,feminino,nao,nao,nao,1,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,25.25,25.25,nao
7157-SMCFK,masculino,nao,nao,sim,61,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.75,1124.2,nao
4709-LKHYG,feminino,nao,sim,sim,29,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque eletronico,20.0,540.05,nao
2504-DSHIH,masculino,sim,sim,nao,23,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,86.8,1975.85,nao
0699-NDKJM,feminino,nao,sim,nao,57,nao,nao,DSL,sim,sim,sim,nao,sim,sim,mensal,sim,transferencia bancaria,58.75,3437.45,nao
9286-BHDQG,masculino,nao,sim,sim,72,nao,nao,DSL,sim,sim,sim,sim,nao,nao,bianual,nao,cartao de credito,45.25,3139.8,nao
0230-WEQUW,masculino,nao,sim,nao,66,nao,nao,DSL,sim,sim,sim,sim,sim,nao,bianual,sim,transferencia bancaria,56.6,3789.2,nao
2040-LDIWQ,masculino,nao,sim,sim,65,sim,sim,DSL,nao,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,84.2,5324.5,nao
6496-JDSSB,feminino,nao,nao,nao,8,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,transferencia bancaria,80.0,624.6,nao
9408-SSNVZ,feminino,nao,nao,nao,4,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,70.15,268.35,sim
4443-EMBNA,feminino,nao,sim,nao,71,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,24.75,1836.9,nao
6469-MRVET,masculino,nao,sim,sim,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cheque eletronico,20.2,20.2,nao
0742-MOABM,masculino,nao,sim,nao,4,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,nao,cheque,50.05,179.35,sim
5961-VUSRV,feminino,nao,nao,nao,12,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,transferencia bancaria,19.35,219.35,nao
6778-JFCMK,masculino,nao,nao,nao,24,nao,nao,DSL,sim,nao,nao,nao,sim,sim,anual,sim,cheque,50.6,1288.75,nao
6341-JVQGF,feminino,nao,sim,sim,31,sim,nao,DSL,sim,nao,sim,sim,sim,sim,anual,sim,cheque,81.15,2545.75,nao
2232-DMLXU,feminino,nao,sim,nao,1,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mensal,nao,cheque,55.2,55.2,sim
4811-JBUVU,masculino,nao,nao,nao,30,sim,sim,fibra optica,nao,nao,nao,sim,nao,sim,mensal,sim,cartao de credito,89.9,2723.15,nao
0945-TSONX,feminino,nao,sim,sim,47,sim,sim,DSL,sim,sim,nao,sim,sim,sim,bianual,sim,cartao de credito,85.3,4107.25,nao
2651-ZCBXV,masculino,nao,nao,nao,54,sim,sim,fibra optica,sim,sim,nao,sim,sim,sim,bianual,sim,cartao de credito,108.0,5760.65,nao
3316-UWXUY,masculino,nao,nao,nao,50,sim,nao,fibra optica,sim,sim,nao,sim,nao,sim,mensal,sim,cartao de credito,93.5,4747.5,nao
8937-RDTHP,masculino,nao,nao,nao,1,sim,nao,fibra optica,sim,nao,nao,nao,nao,sim,mensal,sim,cheque,84.6,84.6,sim
7083-MIOPC,feminino,nao,nao,nao,72,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,20.25,1566.9,nao
1984-GPTEH,feminino,nao,nao,nao,29,sim,sim,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,25.15,702.0,nao
1251-KRREG,masculino,nao,nao,nao,2,sim,sim,DSL,nao,sim,nao,nao,nao,nao,mensal,sim,cheque,54.4,114.1,sim
0621-JFHOL,feminino,nao,nao,nao,10,nao,nao,DSL,nao,nao,nao,sim,nao,nao,bianual,sim,cheque,29.6,299.05,nao
9903-LYSAB,masculino,nao,sim,nao,18,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,73.15,1305.95,nao
0094-OIFMO,feminino,sim,nao,nao,11,sim,nao,fibra optica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,95.0,1120.3,sim
9227-UAQFT,masculino,nao,nao,nao,16,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.75,284.35,nao
7301-ABVAD,feminino,nao,nao,nao,72,sim,sim,DSL,nao,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,86.6,6350.5,nao
6614-FHDBO,masculino,nao,nao,nao,72,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,109.2,7878.3,nao
7576-ASEJU,feminino,nao,sim,sim,41,sim,nao,DSL,sim,nao,nao,sim,sim,sim,anual,sim,cartao de credito,74.7,3187.65,nao
9058-HRZSV,feminino,sim,sim,nao,65,sim,nao,fibra optica,sim,sim,sim,nao,nao,sim,mensal,nao,cheque eletronico,94.4,6126.15,nao
4522-AKYLR,feminino,sim,nao,nao,13,sim,nao,DSL,nao,sim,sim,nao,nao,nao,mensal,sim,cheque eletronico,54.8,731.3,nao
0221-WMXNQ,masculino,sim,nao,nao,4,sim,nao,fibra optica,sim,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,75.35,273.4,nao
0303-UNCIP,masculino,nao,nao,nao,41,sim,sim,DSL,nao,nao,sim,nao,nao,sim,anual,nao,cheque,65.0,2531.8,nao
9947-OTFQU,masculino,sim,nao,nao,15,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.4,1074.3,sim
0322-YINQP,masculino,nao,nao,nao,1,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,cheque,48.55,48.55,sim
0959-WHOKV,masculino,nao,nao,nao,42,sim,sim,fibra optica,sim,sim,sim,nao,nao,sim,anual,sim,cheque eletronico,99.0,4298.45,nao
4075-JFPGR,feminino,nao,sim,nao,51,sim,nao,fibra optica,sim,sim,sim,nao,sim,nao,anual,sim,cheque eletronico,93.5,4619.55,nao
4629-NRXKX,feminino,nao,sim,sim,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,70.4,147.15,sim
9514-JDSKI,masculino,sim,sim,nao,1,nao,nao,DSL,nao,sim,nao,nao,sim,nao,mensal,nao,cheque eletronico,40.2,40.2,sim
3282-ZISZV,masculino,nao,nao,sim,32,sim,sim,DSL,nao,sim,sim,sim,sim,sim,anual,nao,cartao de credito,83.7,2633.3,nao
3675-YDUPJ,masculino,nao,nao,nao,10,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,19.85,193.05,nao
4111-BNXIF,feminino,nao,sim,sim,67,nao,nao,DSL,nao,sim,sim,sim,sim,sim,bianual,sim,cheque eletronico,59.55,4103.9,nao
7017-VFHAY,feminino,nao,sim,sim,61,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,115.1,7008.15,nao
6655-LHBYW,masculino,nao,nao,nao,50,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,nao,cartao de credito,114.35,5791.1,nao
4959-JOSRX,feminino,nao,sim,nao,2,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,44.6,80.55,sim
5046-NUHWD,feminino,sim,sim,nao,29,nao,nao,DSL,sim,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,45.0,1228.65,nao
7273-TEFQD,masculino,sim,nao,nao,3,nao,nao,DSL,nao,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,41.15,132.2,sim
3606-TWKGI,masculino,sim,nao,nao,13,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,106.9,1364.3,sim
7529-ZDFXI,masculino,sim,sim,nao,57,sim,sim,fibra optica,nao,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,89.85,4925.35,nao
7605-BDWDC,feminino,nao,nao,nao,31,nao,nao,DSL,sim,sim,nao,sim,nao,sim,bianual,sim,transferencia bancaria,49.85,1520.1,nao
1950-KSVVJ,feminino,nao,sim,nao,45,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,nao,cheque,113.3,5032.25,nao
0123-CRBRT,feminino,nao,sim,sim,61,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,cheque,88.1,5526.75,nao
6292-TOSSS,masculino,nao,nao,nao,50,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,24.9,1195.25,nao
3197-ARFOY,feminino,sim,nao,nao,19,sim,nao,fibra optica,sim,sim,nao,sim,sim,sim,mensal,sim,cheque,105.0,2007.25,nao
6323-AYBRX,masculino,nao,nao,nao,59,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.35,1099.6,sim
7014-ZZXAW,feminino,nao,sim,nao,71,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,24.25,1732.95,nao
4385-GZQXV,feminino,sim,nao,nao,16,sim,nao,fibra optica,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,94.45,1511.2,sim
7633-MVPUY,masculino,nao,sim,nao,57,sim,nao,DSL,sim,sim,nao,sim,nao,nao,bianual,sim,cheque eletronico,59.75,3450.15,nao
6366-ZGQGL,masculino,nao,nao,nao,1,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,24.8,24.8,sim
4716-HHKQH,masculino,sim,sim,nao,20,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,mensal,nao,cheque eletronico,107.05,2172.05,nao
5940-AHUHD,masculino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,70.6,70.6,sim
6432-TWQLB,masculino,nao,sim,nao,5,sim,sim,fibra optica,nao,sim,nao,sim,nao,nao,mensal,sim,cheque eletronico,85.4,401.1,sim
4484-GLZOU,feminino,nao,sim,nao,52,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,105.05,5624.85,sim
3179-GBRWV,masculino,sim,sim,nao,21,sim,nao,DSL,sim,sim,nao,nao,nao,sim,mensal,sim,transferencia bancaria,64.95,1339.8,nao
8645-KWHJO,masculino,nao,nao,nao,14,nao,nao,DSL,nao,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,55.0,771.95,nao
4130-MZLCC,feminino,nao,nao,nao,5,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,transferencia bancaria,50.55,244.75,nao
0314-TKOSI,feminino,nao,nao,nao,6,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mensal,nao,cheque,55.15,322.9,nao
8229-MYEJZ,feminino,nao,nao,nao,10,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,51.2,498.25,nao
2080-SRCDE,feminino,nao,nao,sim,1,sim,sim,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,25.4,25.4,nao
9577-WJVCQ,feminino,nao,nao,nao,68,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mensal,nao,cheque,54.45,3687.75,nao
9512-UIBFX,masculino,nao,sim,sim,18,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,mensal,nao,cheque,95.15,1779.95,sim
6202-DYYFX,feminino,nao,nao,nao,22,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,anual,sim,cartao de credito,76.0,1783.6,nao
3808-HFKDE,feminino,nao,nao,nao,20,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,44.35,927.15,nao
5583-SXDAG,masculino,nao,sim,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,70.0,70.0,sim
3488-PGMQJ,masculino,sim,nao,nao,8,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.5,606.55,sim
3580-REOAC,masculino,nao,nao,nao,10,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,44.85,435.4,sim
7534-BFESC,masculino,sim,nao,nao,24,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,76.1,1712.7,sim
3727-OWVYD,masculino,nao,nao,nao,35,sim,nao,DSL,sim,sim,sim,nao,nao,nao,anual,nao,cheque,61.2,2021.2,nao
2294-SALNE,masculino,nao,sim,sim,23,sim,nao,fibra optica,nao,sim,sim,sim,nao,nao,anual,nao,cheque,86.8,1940.8,nao
4847-TAJYI,feminino,sim,nao,nao,6,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,89.35,567.8,nao
1563-IWQEX,feminino,nao,nao,nao,12,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.7,220.35,nao
8203-XJZRC,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.25,20.25,nao
6556-DBKZF,feminino,nao,sim,sim,71,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,bianual,nao,cheque eletronico,76.05,5436.45,nao
6851-WEFYX,masculino,sim,sim,nao,35,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,100.8,3437.5,nao
2985-JUUBZ,masculino,nao,sim,sim,40,sim,sim,DSL,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,74.55,3015.75,nao
6390-DSAZX,feminino,nao,nao,sim,1,sim,nao,fibra optica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque,73.6,73.6,sim
0895-LMRSF,masculino,nao,nao,nao,23,sim,nao,DSL,nao,nao,nao,nao,sim,sim,anual,sim,transferencia bancaria,64.9,1509.8,nao
8098-LLAZX,feminino,sim,nao,nao,4,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,95.45,396.1,sim
8266-VBFQL,masculino,nao,nao,nao,4,sim,nao,fibra optica,nao,nao,sim,sim,nao,sim,mensal,sim,cheque eletronico,90.4,356.65,nao
8181-YHCMF,feminino,nao,sim,sim,68,nao,nao,DSL,nao,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,60.3,4109.0,nao
2240-HSJQD,masculino,nao,nao,sim,38,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque,81.85,3141.7,nao
1248-DYXUB,masculino,nao,sim,sim,52,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,24.8,1229.1,nao
0265-EDXBD,masculino,sim,sim,nao,32,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.9,2303.35,sim
4115-BNPJY,masculino,nao,sim,sim,29,sim,nao,DSL,nao,nao,sim,sim,sim,sim,bianual,nao,cheque,75.55,2054.4,nao
3167-SNQPL,masculino,sim,sim,sim,38,sim,sim,fibra optica,nao,sim,nao,nao,sim,sim,mensal,nao,cheque eletronico,101.15,3741.85,nao
4091-TVOCN,masculino,nao,nao,sim,48,sim,sim,DSL,sim,nao,sim,nao,sim,sim,anual,sim,cartao de credito,78.75,3682.45,nao
1098-TDVUQ,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,19.25,19.25,nao
7277-OZCGZ,feminino,nao,nao,nao,22,sim,nao,fibra optica,sim,nao,nao,sim,nao,sim,mensal,sim,cheque eletronico,89.05,1886.25,nao
1557-EMYVT,feminino,nao,nao,nao,43,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,115.05,4895.1,nao
2799-ARNLO,feminino,sim,sim,nao,5,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,69.35,341.6,nao
7563-BIUPC,masculino,nao,nao,nao,5,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,80.6,415.55,sim
5027-YOCXN,masculino,nao,sim,sim,51,sim,sim,fibra optica,sim,sim,nao,sim,sim,sim,anual,nao,cartao de credito,110.05,5686.4,nao
3973-SKMLN,masculino,nao,nao,nao,71,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,19.9,1355.1,nao
2321-OMBXY,feminino,nao,sim,sim,38,sim,nao,DSL,sim,sim,nao,sim,sim,sim,anual,nao,cartao de credito,80.3,3058.65,sim
2840-XANRC,masculino,sim,sim,nao,24,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,93.15,2231.05,sim
6745-JEFZB,masculino,nao,sim,nao,35,sim,sim,fibra optica,nao,nao,nao,sim,sim,nao,mensal,sim,cartao de credito,91.5,3236.35,nao
5020-ZSTTY,feminino,sim,nao,nao,54,sim,sim,DSL,sim,sim,nao,sim,sim,sim,anual,nao,transferencia bancaria,82.45,4350.1,sim
9880-TDQAC,feminino,nao,sim,sim,72,nao,nao,DSL,nao,sim,sim,sim,sim,sim,bianual,sim,cheque eletronico,60.0,4264.0,nao
8705-WZCYL,masculino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,44.8,44.8,nao
7102-JJVTX,feminino,nao,sim,sim,9,sim,nao,DSL,sim,nao,nao,nao,nao,nao,anual,nao,cheque,48.6,422.3,nao
8626-PTQGE,masculino,nao,nao,nao,69,nao,nao,DSL,sim,sim,nao,sim,sim,sim,bianual,sim,transferencia bancaria,60.05,4176.7,nao
4983-CLMLV,feminino,nao,sim,nao,52,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,mensal,sim,cartao de credito,102.7,5138.1,nao
5701-YVSVF,feminino,sim,sim,nao,11,sim,nao,fibra optica,nao,nao,nao,sim,sim,nao,mensal,sim,cheque eletronico,82.9,880.05,nao
5804-LEPIM,feminino,sim,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,70.35,139.05,sim
5697-GOMBF,feminino,sim,sim,sim,28,nao,nao,DSL,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,35.9,973.65,nao
2739-CACDQ,feminino,sim,nao,nao,17,sim,sim,fibra optica,nao,nao,sim,nao,nao,nao,mensal,sim,cartao de credito,82.65,1470.05,nao
9385-EHGDO,feminino,nao,sim,sim,35,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cheque,19.85,739.35,nao
9498-FIMXL,feminino,nao,nao,nao,8,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cheque,19.2,161.95,nao
2379-GYFLQ,masculino,nao,nao,nao,46,sim,sim,fibra optica,nao,sim,sim,nao,sim,nao,anual,sim,cartao de credito,94.9,4422.95,nao
0122-OAHPZ,feminino,nao,nao,nao,7,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,73.85,511.25,sim
2868-SNELZ,feminino,nao,nao,nao,2,sim,sim,fibra optica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque,80.6,155.8,sim
4322-RCYMT,masculino,nao,sim,sim,68,sim,sim,DSL,nao,sim,sim,sim,nao,sim,anual,sim,transferencia bancaria,75.8,5293.95,sim
6680-NENYN,feminino,nao,nao,nao,43,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,bianual,sim,cheque eletronico,104.6,4759.85,sim
2088-IEBAU,feminino,nao,nao,nao,68,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,sim,cheque eletronico,88.15,6148.45,nao
7982-VCELR,feminino,nao,nao,nao,36,sim,nao,fibra optica,nao,sim,nao,nao,sim,sim,mensal,sim,cartao de credito,94.8,3565.65,nao
1343-EHPYB,masculino,nao,sim,nao,63,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,103.4,6603.0,sim
6035-BXTTY,feminino,sim,nao,nao,32,sim,nao,DSL,nao,sim,nao,sim,nao,nao,mensal,nao,transferencia bancaria,54.65,1830.1,nao
6885-PKOAM,feminino,nao,sim,nao,71,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,85.75,6223.8,nao
7520-HQWJU,feminino,nao,sim,sim,66,sim,sim,DSL,sim,sim,sim,nao,nao,nao,mensal,sim,transferencia bancaria,67.45,4508.65,nao
9639-BUJXT,masculino,nao,nao,nao,63,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,20.5,1328.15,nao
5924-SNGKP,feminino,nao,nao,sim,41,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cartao de credito,20.25,865.0,nao
0021-IKXGC,feminino,sim,nao,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,72.1,72.1,nao
2034-GDRCN,feminino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,90.4,168.2,sim
8966-SNIZF,feminino,nao,sim,nao,70,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,19.45,1303.5,nao
6243-OZGFH,feminino,nao,nao,nao,23,nao,nao,DSL,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,44.95,996.85,nao
4654-DLAMQ,feminino,sim,sim,nao,64,sim,nao,fibra optica,sim,sim,sim,nao,nao,sim,anual,nao,transferencia bancaria,97.0,6430.9,nao
0513-RBGPE,masculino,nao,sim,sim,37,sim,sim,DSL,sim,nao,sim,sim,nao,nao,bianual,sim,cartao de credito,62.8,2278.75,nao
5160-UXJED,masculino,nao,nao,sim,17,sim,nao,DSL,nao,nao,nao,nao,nao,nao,anual,nao,cheque,44.6,681.4,nao
