idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
54.0,services,married,,386.0,,yes,20.0,jun,838.0,1.0,yes
56.0,management,married,tertiary,0.0,,yes,20.0,jun,422.0,1.0,yes
57.0,management,married,tertiary,9103.0,,yes,20.0,jun,1098.0,2.0,yes
29.0,blue-collar,single,secondary,908.0,,no,20.0,jun,1663.0,1.0,yes
47.0,technician,married,tertiary,1694.0,,yes,20.0,jun,560.0,3.0,yes
57.0,management,married,tertiary,-92.0,,yes,20.0,jun,1617.0,1.0,yes
40.0,blue-collar,married,secondary,188.0,,yes,20.0,jun,570.0,2.0,yes
46.0,services,divorced,secondary,0.0,,no,20.0,jun,1023.0,3.0,yes
43.0,blue-collar,single,secondary,740.0,,no,20.0,jun,585.0,2.0,yes
45.0,management,married,tertiary,655.0,,no,20.0,jun,693.0,3.0,yes
24.0,management,married,secondary,867.0,,no,20.0,jun,546.0,10.0,yes
40.0,blue-collar,married,secondary,1009.0,,yes,20.0,jun,1036.0,5.0,yes
38.0,services,divorced,,6360.0,no,no,20.0,jun,1409.0,2.0,yes
36.0,unemployed,married,tertiary,4145.0,no,no,20.0,jun,988.0,4.0,yes
27.0,blue-collar,single,secondary,-27.0,no,no,23.0,jun,498.0,2.0,yes
26.0,admin.,single,primary,-122.0,yes,no,23.0,jun,670.0,3.0,yes
43.0,management,married,tertiary,149.0,yes,no,23.0,jun,662.0,2.0,yes
25.0,blue-collar,single,primary,52.0,yes,no,24.0,jun,528.0,2.0,yes
27.0,blue-collar,married,tertiary,335.0,yes,no,26.0,jun,519.0,3.0,yes
30.0,technician,married,tertiary,526.0,yes,yes,26.0,jun,677.0,3.0,yes
28.0,admin.,single,secondary,-7.0,no,yes,26.0,jun,3183.0,2.0,yes
27.0,blue-collar,married,primary,-413.0,no,yes,27.0,jun,422.0,6.0,yes
32.0,admin.,divorced,secondary,-241.0,no,yes,27.0,jun,856.0,2.0,yes
41.0,blue-collar,single,secondary,75.0,yes,no,1.0,jul,479.0,9.0,yes
37.0,technician,single,tertiary,0.0,no,no,1.0,jul,1135.0,2.0,yes
27.0,technician,single,secondary,158.0,no,no,1.0,jul,650.0,2.0,yes
29.0,services,single,secondary,84.0,no,yes,3.0,jul,587.0,3.0,yes
33.0,services,married,secondary,114.0,no,yes,3.0,jul,676.0,1.0,yes
36.0,technician,married,primary,0.0,no,no,4.0,jul,584.0,1.0,yes
28.0,blue-collar,single,secondary,-127.0,yes,no,4.0,jul,1044.0,3.0,yes
55.0,blue-collar,married,secondary,49.0,yes,no,7.0,jul,494.0,4.0,yes
51.0,technician,married,secondary,216.0,no,no,7.0,jul,615.0,2.0,yes
39.0,technician,single,secondary,506.0,yes,no,7.0,jul,718.0,2.0,yes
42.0,blue-collar,divorced,primary,213.0,yes,no,7.0,jul,434.0,3.0,yes
33.0,services,single,secondary,170.0,no,no,7.0,jul,782.0,1.0,yes
36.0,entrepreneur,divorced,tertiary,776.0,no,yes,7.0,jul,722.0,3.0,yes
45.0,technician,married,secondary,879.0,no,no,7.0,jul,621.0,2.0,yes
37.0,self-employed,married,secondary,1633.0,no,no,7.0,jul,629.0,2.0,yes
46.0,unemployed,married,secondary,926.0,no,no,7.0,jul,385.0,5.0,yes
32.0,self-employed,single,tertiary,2559.0,no,no,7.0,jul,889.0,1.0,yes
28.0,technician,single,secondary,909.0,no,yes,7.0,jul,532.0,1.0,yes
45.0,admin.,divorced,secondary,-176.0,no,yes,7.0,jul,574.0,1.0,yes
41.0,blue-collar,single,secondary,1085.0,yes,yes,7.0,jul,599.0,1.0,yes
59.0,blue-collar,divorced,primary,1265.0,no,yes,7.0,jul,849.0,1.0,yes
47.0,technician,single,secondary,-239.0,yes,yes,7.0,jul,973.0,3.0,yes
,blue-collar,single,secondary,726.0,no,no,7.0,jul,719.0,2.0,yes
,management,single,tertiary,296.0,no,yes,8.0,jul,509.0,4.0,yes
33.0,entrepreneur,married,secondary,-627.0,yes,yes,8.0,jul,740.0,1.0,yes
52.0,entrepreneur,married,tertiary,-468.0,no,no,8.0,jul,534.0,1.0,yes
26.0,self-employed,single,secondary,551.0,no,no,8.0,jul,531.0,1.0,yes
25.0,technician,single,secondary,0.0,no,yes,8.0,jul,634.0,1.0,yes
25.0,blue-collar,married,secondary,101.0,no,yes,8.0,jul,460.0,3.0,yes
28.0,blue-collar,single,secondary,517.0,no,yes,8.0,jul,681.0,1.0,yes
33.0,entrepreneur,divorced,tertiary,37.0,no,yes,8.0,jul,1082.0,1.0,yes
45.0,management,divorced,tertiary,854.0,no,yes,8.0,jul,730.0,1.0,yes
36.0,services,married,secondary,30.0,no,yes,8.0,jul,716.0,5.0,yes
26.0,blue-collar,single,secondary,81.0,no,yes,8.0,jul,803.0,2.0,yes
38.0,technician,married,secondary,0.0,no,no,8.0,jul,635.0,1.0,yes
56.0,blue-collar,single,secondary,663.0,no,yes,8.0,jul,819.0,3.0,yes
26.0,admin.,single,secondary,102.0,no,yes,8.0,jul,658.0,2.0,yes
26.0,technician,married,secondary,370.0,no,yes,8.0,jul,1061.0,4.0,yes
25.0,blue-collar,single,secondary,189.0,no,yes,8.0,jul,687.0,2.0,yes
26.0,unemployed,single,secondary,111.0,no,no,9.0,jul,537.0,1.0,yes
40.0,blue-collar,married,primary,665.0,yes,no,9.0,jul,781.0,1.0,yes
37.0,admin.,married,primary,214.0,yes,no,9.0,jul,645.0,1.0,yes
43.0,blue-collar,single,primary,0.0,no,no,9.0,jul,1242.0,1.0,yes
41.0,services,divorced,tertiary,1583.0,yes,no,9.0,jul,662.0,1.0,yes
49.0,blue-collar,married,secondary,0.0,no,yes,9.0,jul,625.0,1.0,yes
29.0,admin.,divorced,tertiary,0.0,no,yes,9.0,jul,426.0,3.0,yes
39.0,services,divorced,secondary,687.0,yes,no,9.0,jul,869.0,1.0,yes
38.0,management,married,tertiary,327.0,yes,yes,9.0,jul,556.0,5.0,yes
26.0,technician,married,secondary,-119.0,no,yes,9.0,jul,359.0,5.0,yes
32.0,management,married,tertiary,794.0,yes,yes,9.0,jul,1014.0,1.0,yes
33.0,blue-collar,married,primary,-191.0,yes,yes,9.0,jul,1290.0,4.0,yes
,management,single,tertiary,409.0,no,yes,9.0,jul,564.0,5.0,yes
49.0,blue-collar,married,primary,3.0,no,yes,9.0,jul,1439.0,6.0,yes
27.0,unemployed,single,primary,9.0,no,yes,9.0,jul,919.0,2.0,yes
30.0,blue-collar,single,secondary,155.0,yes,yes,9.0,jul,1426.0,3.0,yes
35.0,blue-collar,married,secondary,1330.0,no,no,10.0,jul,901.0,1.0,yes
26.0,blue-collar,single,secondary,-29.0,yes,no,10.0,jul,998.0,4.0,yes
45.0,entrepreneur,married,,3133.0,yes,yes,10.0,jul,804.0,1.0,yes
34.0,admin.,married,secondary,-33.0,yes,yes,10.0,jul,961.0,1.0,yes
28.0,admin.,single,secondary,-170.0,no,yes,10.0,jul,720.0,2.0,yes
25.0,blue-collar,single,secondary,1243.0,no,yes,10.0,jul,1341.0,7.0,yes
30.0,blue-collar,single,secondary,1598.0,yes,no,10.0,jul,634.0,1.0,yes
30.0,services,married,secondary,5.0,no,yes,10.0,jul,829.0,5.0,yes
47.0,services,married,secondary,367.0,yes,no,10.0,jul,476.0,4.0,yes
57.0,admin.,divorced,secondary,658.0,no,no,10.0,jul,724.0,1.0,yes
38.0,management,married,tertiary,1722.0,yes,no,10.0,jul,500.0,1.0,yes
54.0,technician,married,secondary,-315.0,no,yes,10.0,jul,2029.0,1.0,yes
25.0,blue-collar,single,primary,2483.0,no,no,10.0,jul,1499.0,3.0,yes
30.0,blue-collar,married,secondary,0.0,yes,yes,10.0,jul,1399.0,1.0,yes
26.0,management,single,tertiary,45.0,no,no,10.0,jul,1187.0,3.0,yes
,student,married,primary,46.0,yes,no,10.0,jul,487.0,1.0,yes
29.0,blue-collar,single,secondary,482.0,no,yes,10.0,jul,1097.0,3.0,yes
49.0,blue-collar,married,secondary,3728.0,yes,no,11.0,jul,1060.0,2.0,yes
60.0,retired,divorced,secondary,1099.0,no,no,11.0,jul,764.0,2.0,yes
60.0,management,married,tertiary,2222.0,yes,no,11.0,jul,1120.0,2.0,yes
29.0,management,single,tertiary,983.0,yes,no,11.0,jul,963.0,2.0,yes
55.0,management,divorced,secondary,204.0,yes,no,11.0,jul,1973.0,2.0,yes
44.0,admin.,married,secondary,1074.0,yes,no,11.0,jul,911.0,2.0,yes
47.0,technician,married,secondary,3466.0,yes,no,11.0,jul,853.0,2.0,yes
35.0,admin.,married,secondary,-203.0,yes,no,11.0,jul,1649.0,2.0,yes
35.0,entrepreneur,married,secondary,2436.0,no,yes,14.0,jul,1397.0,3.0,yes
38.0,technician,married,secondary,976.0,yes,no,14.0,jul,766.0,3.0,yes
34.0,entrepreneur,married,tertiary,146.0,yes,no,14.0,jul,788.0,2.0,yes
50.0,technician,married,secondary,156.0,no,yes,14.0,jul,1130.0,3.0,yes
43.0,admin.,married,tertiary,189.0,yes,no,14.0,jul,1062.0,4.0,yes
44.0,admin.,divorced,secondary,163.0,yes,no,14.0,jul,1669.0,2.0,yes
51.0,services,divorced,secondary,242.0,no,yes,14.0,jul,1336.0,4.0,yes
,technician,married,secondary,1173.0,yes,no,14.0,jul,444.0,3.0,yes
39.0,technician,married,tertiary,0.0,yes,no,14.0,jul,894.0,7.0,yes
59.0,management,married,tertiary,296.0,no,yes,15.0,jul,805.0,3.0,yes
25.0,services,single,secondary,333.0,no,yes,15.0,jul,1056.0,2.0,yes
58.0,management,married,tertiary,3864.0,yes,no,15.0,jul,815.0,4.0,yes
30.0,entrepreneur,married,primary,2686.0,yes,no,15.0,jul,808.0,3.0,yes
34.0,blue-collar,single,primary,-109.0,yes,no,15.0,jul,860.0,4.0,yes
51.0,services,divorced,secondary,65.0,no,yes,15.0,jul,881.0,1.0,yes
60.0,retired,married,secondary,597.0,no,no,15.0,jul,981.0,1.0,yes
51.0,entrepreneur,married,secondary,-799.0,no,yes,15.0,jul,1001.0,3.0,yes
37.0,management,divorced,tertiary,1775.0,no,no,15.0,jul,514.0,5.0,yes
30.0,blue-collar,single,primary,0.0,no,no,15.0,jul,716.0,3.0,yes
46.0,entrepreneur,divorced,secondary,-563.0,no,yes,15.0,jul,769.0,4.0,yes
29.0,student,single,tertiary,5.0,no,no,15.0,jul,889.0,5.0,yes
27.0,entrepreneur,married,tertiary,139.0,no,no,15.0,jul,448.0,5.0,yes
28.0,management,single,tertiary,0.0,yes,no,16.0,jul,767.0,5.0,yes
34.0,blue-collar,single,secondary,855.0,yes,no,16.0,jul,578.0,1.0,yes
29.0,blue-collar,single,,694.0,yes,yes,16.0,jul,1806.0,4.0,yes
27.0,management,single,tertiary,151.0,yes,no,16.0,jul,496.0,1.0,yes
26.0,technician,single,secondary,354.0,no,no,16.0,jul,586.0,1.0,yes
36.0,management,married,tertiary,673.0,yes,no,16.0,jul,689.0,1.0,yes
44.0,blue-collar,married,primary,1265.0,yes,no,16.0,jul,555.0,1.0,yes
39.0,blue-collar,married,tertiary,597.0,no,no,16.0,jul,686.0,6.0,yes
30.0,technician,married,secondary,-393.0,yes,yes,16.0,jul,435.0,1.0,yes
,unemployed,divorced,tertiary,256.0,yes,no,16.0,jul,873.0,2.0,yes
56.0,blue-collar,married,primary,0.0,yes,no,16.0,jul,1222.0,1.0,yes
29.0,blue-collar,married,secondary,2870.0,yes,no,16.0,jul,988.0,1.0,yes
43.0,blue-collar,married,secondary,184.0,no,yes,16.0,jul,1019.0,11.0,yes
32.0,blue-collar,married,secondary,1905.0,yes,no,16.0,jul,709.0,2.0,yes
30.0,admin.,single,secondary,-36.0,no,no,16.0,jul,561.0,9.0,yes
40.0,blue-collar,married,secondary,-839.0,yes,yes,16.0,jul,1018.0,2.0,yes
42.0,services,married,secondary,3465.0,yes,yes,16.0,jul,1039.0,2.0,yes
27.0,student,married,secondary,119.0,yes,no,16.0,jul,781.0,2.0,yes
35.0,management,married,tertiary,36.0,no,yes,16.0,jul,1656.0,5.0,yes
35.0,,married,primary,113.0,yes,no,17.0,jul,923.0,2.0,yes
32.0,blue-collar,single,secondary,118.0,yes,no,17.0,jul,1275.0,1.0,yes
39.0,technician,married,secondary,251.0,yes,no,17.0,jul,342.0,2.0,yes
,blue-collar,divorced,secondary,-277.0,yes,no,17.0,jul,1008.0,2.0,yes
26.0,services,single,secondary,-189.0,no,yes,17.0,jul,538.0,2.0,yes
42.0,management,married,tertiary,4.0,yes,no,17.0,jul,795.0,1.0,yes
27.0,services,single,secondary,1820.0,yes,no,17.0,jul,1027.0,1.0,yes
33.0,self-employed,divorced,secondary,1904.0,yes,no,17.0,jul,1584.0,2.0,yes
51.0,blue-collar,married,primary,201.0,yes,no,17.0,jul,582.0,2.0,yes
33.0,admin.,married,secondary,0.0,yes,no,17.0,jul,1448.0,7.0,yes
30.0,technician,single,tertiary,178.0,no,no,17.0,jul,656.0,3.0,yes
52.0,,married,primary,3798.0,yes,no,17.0,jul,1208.0,1.0,yes
42.0,blue-collar,divorced,primary,301.0,yes,no,17.0,jul,1175.0,2.0,yes
,management,divorced,tertiary,294.0,yes,no,17.0,jul,536.0,5.0,yes
27.0,services,married,secondary,0.0,yes,no,17.0,jul,991.0,5.0,yes
44.0,blue-collar,single,secondary,292.0,no,yes,17.0,jul,1153.0,4.0,yes
40.0,entrepreneur,divorced,secondary,2998.0,yes,no,18.0,jul,623.0,3.0,yes
46.0,,divorced,primary,2084.0,yes,no,18.0,jul,1081.0,2.0,yes
32.0,services,divorced,secondary,454.0,yes,no,18.0,jul,978.0,1.0,yes
56.0,technician,divorced,secondary,179.0,no,no,18.0,jul,536.0,1.0,yes
33.0,blue-collar,married,secondary,661.0,yes,no,18.0,jul,968.0,1.0,yes
33.0,blue-collar,married,secondary,89.0,yes,no,18.0,jul,278.0,2.0,yes
32.0,self-employed,married,primary,102.0,yes,no,18.0,jul,560.0,1.0,yes
41.0,blue-collar,divorced,primary,138.0,yes,no,18.0,jul,640.0,3.0,yes
,admin.,single,secondary,622.0,no,no,18.0,jul,420.0,1.0,yes
30.0,admin.,divorced,secondary,10.0,yes,no,18.0,jul,658.0,2.0,yes
34.0,admin.,divorced,secondary,-251.0,no,no,18.0,jul,641.0,1.0,yes
43.0,entrepreneur,married,secondary,104.0,yes,no,18.0,jul,635.0,3.0,yes
28.0,blue-collar,married,secondary,173.0,no,no,18.0,jul,588.0,7.0,yes
32.0,admin.,divorced,secondary,-46.0,no,yes,18.0,jul,1373.0,4.0,yes
,blue-collar,divorced,secondary,0.0,yes,yes,18.0,jul,913.0,4.0,yes
35.0,entrepreneur,single,tertiary,145.0,yes,no,18.0,jul,799.0,2.0,yes
,management,married,tertiary,325.0,yes,no,18.0,jul,1139.0,2.0,yes
25.0,services,single,secondary,2311.0,no,yes,21.0,jul,1105.0,2.0,yes
56.0,retired,divorced,tertiary,158.0,no,yes,21.0,jul,854.0,1.0,yes
47.0,technician,married,secondary,1981.0,yes,no,21.0,jul,919.0,2.0,yes
39.0,management,married,tertiary,1423.0,yes,no,21.0,jul,733.0,3.0,yes
51.0,management,married,tertiary,2455.0,yes,no,21.0,jul,553.0,1.0,yes
54.0,technician,divorced,secondary,859.0,no,yes,21.0,jul,710.0,1.0,yes
58.0,retired,married,,9004.0,no,no,21.0,jul,891.0,4.0,yes
42.0,unemployed,married,,970.0,yes,no,21.0,jul,691.0,10.0,yes
56.0,services,married,primary,486.0,no,yes,21.0,jul,1877.0,1.0,yes
55.0,,married,secondary,127.0,yes,no,21.0,jul,1130.0,8.0,yes
26.0,blue-collar,single,primary,409.0,yes,no,21.0,jul,577.0,2.0,yes
40.0,admin.,single,secondary,664.0,no,no,21.0,jul,1342.0,2.0,yes
26.0,technician,single,secondary,223.0,no,yes,21.0,jul,1002.0,3.0,yes
35.0,management,single,tertiary,-324.0,no,yes,21.0,jul,985.0,11.0,yes
34.0,services,single,secondary,-30.0,no,no,21.0,jul,1360.0,3.0,yes
41.0,management,single,tertiary,1253.0,no,no,21.0,jul,1134.0,5.0,yes
44.0,management,married,primary,4758.0,yes,no,22.0,jul,712.0,6.0,yes
33.0,management,single,tertiary,30.0,yes,no,22.0,jul,1077.0,1.0,yes
36.0,management,divorced,tertiary,81.0,no,yes,22.0,jul,560.0,1.0,yes
38.0,technician,married,secondary,0.0,yes,no,22.0,jul,1545.0,1.0,yes
35.0,technician,married,tertiary,328.0,yes,no,22.0,jul,654.0,2.0,yes
41.0,technician,single,tertiary,145.0,no,no,22.0,jul,1833.0,2.0,yes
41.0,management,divorced,,465.0,yes,no,22.0,jul,1508.0,1.0,yes
28.0,blue-collar,married,secondary,751.0,yes,no,22.0,jul,598.0,5.0,yes
26.0,services,married,secondary,-379.0,yes,yes,22.0,jul,1237.0,7.0,yes
39.0,blue-collar,single,secondary,0.0,no,no,22.0,jul,864.0,4.0,yes
25.0,admin.,married,,349.0,yes,no,22.0,jul,1037.0,8.0,yes
37.0,admin.,married,secondary,1110.0,yes,no,22.0,jul,802.0,11.0,yes
25.0,management,married,secondary,2228.0,yes,no,23.0,jul,754.0,1.0,yes
46.0,management,divorced,tertiary,2166.0,yes,no,23.0,jul,870.0,1.0,yes
25.0,blue-collar,single,secondary,-247.0,yes,no,23.0,jul,633.0,1.0,yes
28.0,technician,single,tertiary,-123.0,no,yes,23.0,jul,690.0,1.0,yes
33.0,services,divorced,secondary,44.0,no,yes,23.0,jul,529.0,1.0,yes
32.0,management,single,secondary,131.0,yes,yes,23.0,jul,1152.0,2.0,yes
32.0,blue-collar,married,secondary,476.0,yes,no,23.0,jul,956.0,9.0,yes
47.0,technician,single,secondary,1101.0,yes,no,23.0,jul,957.0,3.0,yes
50.0,entrepreneur,married,tertiary,-168.0,yes,no,23.0,jul,1327.0,2.0,yes
27.0,technician,married,secondary,-392.0,yes,no,23.0,jul,228.0,2.0,yes
45.0,admin.,married,secondary,524.0,yes,no,23.0,jul,808.0,1.0,yes
51.0,admin.,single,secondary,895.0,no,no,23.0,jul,638.0,2.0,yes
36.0,admin.,married,secondary,212.0,yes,yes,23.0,jul,1201.0,6.0,yes
51.0,self-employed,married,secondary,95.0,yes,no,23.0,jul,1309.0,4.0,yes
33.0,services,single,tertiary,395.0,yes,no,23.0,jul,1359.0,6.0,yes
59.0,technician,married,secondary,135.0,yes,yes,23.0,jul,416.0,4.0,yes
38.0,entrepreneur,married,tertiary,0.0,no,no,23.0,jul,532.0,2.0,yes
40.0,services,married,secondary,471.0,yes,no,24.0,jul,430.0,4.0,yes
51.0,blue-collar,married,primary,603.0,yes,no,24.0,jul,853.0,2.0,yes
41.0,entrepreneur,single,secondary,663.0,no,no,24.0,jul,1204.0,1.0,yes
38.0,entrepreneur,married,secondary,593.0,yes,yes,24.0,jul,1484.0,24.0,yes
,management,married,tertiary,1224.0,yes,yes,24.0,jul,1441.0,2.0,yes
28.0,admin.,single,secondary,2.0,yes,no,24.0,jul,454.0,1.0,yes
41.0,blue-collar,married,secondary,720.0,no,yes,24.0,jul,651.0,1.0,yes
33.0,management,divorced,tertiary,990.0,yes,no,24.0,jul,1491.0,2.0,yes
25.0,student,single,secondary,1747.0,yes,no,24.0,jul,903.0,1.0,yes
45.0,admin.,divorced,secondary,59.0,yes,no,24.0,jul,873.0,8.0,yes
,blue-collar,married,primary,33.0,yes,no,24.0,jul,901.0,2.0,yes
28.0,services,single,secondary,340.0,yes,no,24.0,jul,821.0,2.0,yes
49.0,technician,divorced,secondary,305.0,no,no,24.0,jul,367.0,2.0,yes
25.0,services,married,secondary,0.0,yes,no,24.0,jul,458.0,9.0,yes
28.0,unemployed,single,tertiary,497.0,yes,no,24.0,jul,1602.0,6.0,yes
54.0,retired,married,secondary,1371.0,no,no,25.0,jul,1492.0,2.0,yes
28.0,technician,single,tertiary,1628.0,yes,no,25.0,jul,1422.0,2.0,yes
27.0,technician,single,tertiary,372.0,yes,yes,25.0,jul,728.0,2.0,yes
49.0,blue-collar,single,primary,566.0,yes,no,25.0,jul,979.0,2.0,yes
,blue-collar,married,primary,343.0,yes,no,25.0,jul,616.0,5.0,yes
26.0,technician,single,secondary,941.0,no,yes,25.0,jul,784.0,1.0,yes
37.0,services,married,secondary,775.0,no,yes,25.0,jul,1000.0,1.0,yes
34.0,blue-collar,single,secondary,1759.0,no,yes,25.0,jul,695.0,1.0,yes
51.0,retired,married,primary,1495.0,no,no,25.0,jul,1946.0,4.0,yes
39.0,,married,secondary,1444.0,no,no,25.0,jul,362.0,8.0,yes
35.0,technician,single,tertiary,470.0,yes,no,25.0,jul,743.0,13.0,yes
51.0,unemployed,married,primary,1162.0,yes,no,25.0,jul,2015.0,1.0,yes
30.0,management,single,tertiary,2.0,yes,yes,25.0,jul,1031.0,8.0,yes
42.0,blue-collar,single,primary,1628.0,yes,no,25.0,jul,590.0,8.0,yes
54.0,management,married,secondary,1134.0,yes,no,25.0,jul,1330.0,3.0,yes
51.0,blue-collar,married,primary,0.0,yes,,,jul,946.0,3.0,yes
57.0,retired,divorced,primary,63.0,no,,,jul,1448.0,17.0,yes
30.0,management,married,tertiary,1221.0,yes,,,jul,279.0,4.0,yes
37.0,blue-collar,single,secondary,5024.0,no,,,jul,661.0,4.0,yes
39.0,technician,married,secondary,10685.0,yes,,,jul,1369.0,9.0,yes
35.0,technician,married,tertiary,1629.0,no,,,jul,653.0,4.0,yes
48.0,management,married,secondary,268.0,yes,,,jul,458.0,7.0,yes
,management,married,tertiary,0.0,yes,,,jul,664.0,8.0,yes
35.0,self-employed,married,secondary,5613.0,yes,,,jul,699.0,3.0,yes
48.0,,married,secondary,513.0,no,,,jul,939.0,3.0,yes
,,married,primary,362.0,no,,,jul,1169.0,2.0,yes
27.0,technician,single,secondary,3933.0,no,no,28.0,jul,837.0,3.0,yes
55.0,technician,married,secondary,3899.0,yes,no,28.0,jul,596.0,4.0,yes
40.0,services,married,secondary,473.0,yes,no,28.0,jul,383.0,3.0,yes
40.0,self-employed,single,tertiary,1616.0,no,no,28.0,jul,1009.0,7.0,yes
38.0,blue-collar,divorced,secondary,1817.0,yes,no,28.0,jul,1096.0,4.0,yes
54.0,retired,single,secondary,129.0,no,yes,28.0,jul,867.0,2.0,yes
54.0,technician,married,secondary,1938.0,no,yes,28.0,jul,551.0,3.0,yes
50.0,admin.,single,secondary,133.0,no,no,28.0,jul,890.0,4.0,yes
48.0,management,divorced,tertiary,2263.0,no,no,29.0,jul,874.0,2.0,yes
41.0,services,married,,1538.0,no,no,29.0,jul,710.0,2.0,yes
51.0,blue-collar,divorced,primary,5.0,no,no,29.0,jul,600.0,2.0,yes
42.0,technician,single,tertiary,2625.0,no,no,29.0,jul,2516.0,2.0,yes
58.0,retired,divorced,secondary,1080.0,yes,no,29.0,jul,1058.0,2.0,yes
47.0,unemployed,married,secondary,312.0,no,no,29.0,jul,884.0,1.0,yes
58.0,admin.,married,secondary,145.0,yes,no,29.0,jul,616.0,13.0,yes
41.0,blue-collar,married,secondary,-190.0,no,yes,29.0,jul,808.0,3.0,yes
50.0,admin.,married,secondary,2678.0,no,no,30.0,jul,1011.0,6.0,yes
46.0,,married,secondary,271.0,yes,no,30.0,jul,1013.0,29.0,yes
44.0,blue-collar,married,secondary,0.0,no,no,30.0,jul,684.0,2.0,yes
36.0,services,married,secondary,0.0,no,no,30.0,jul,843.0,2.0,yes
58.0,management,divorced,secondary,3161.0,no,no,30.0,jul,542.0,2.0,yes
44.0,unemployed,single,primary,-4.0,no,yes,30.0,jul,788.0,2.0,yes
49.0,entrepreneur,divorced,,-701.0,yes,no,30.0,jul,988.0,2.0,yes
55.0,management,married,tertiary,-375.0,no,no,30.0,jul,814.0,2.0,yes
52.0,unemployed,married,primary,959.0,no,no,30.0,jul,694.0,2.0,yes
60.0,retired,divorced,secondary,1091.0,no,no,30.0,jul,441.0,5.0,yes
41.0,services,married,,-1.0,no,yes,30.0,jul,1171.0,4.0,yes
36.0,management,married,tertiary,96.0,no,no,30.0,jul,729.0,4.0,yes
41.0,blue-collar,divorced,primary,0.0,no,no,30.0,jul,509.0,2.0,yes
50.0,entrepreneur,married,tertiary,230.0,no,no,30.0,jul,1089.0,4.0,yes
44.0,,married,primary,-156.0,no,yes,30.0,jul,1211.0,2.0,yes
54.0,technician,married,secondary,114.0,no,no,30.0,jul,458.0,3.0,yes
35.0,management,married,tertiary,-468.0,yes,no,30.0,jul,540.0,8.0,yes
59.0,retired,divorced,secondary,679.0,no,no,30.0,jul,761.0,4.0,yes
42.0,entrepreneur,married,,206.0,yes,no,30.0,jul,695.0,2.0,yes
27.0,management,single,tertiary,1.0,yes,no,30.0,jul,764.0,4.0,yes
59.0,,divorced,primary,2518.0,no,no,30.0,jul,675.0,3.0,yes
43.0,admin.,married,secondary,378.0,no,no,30.0,jul,782.0,8.0,yes
39.0,technician,single,secondary,391.0,no,yes,30.0,jul,962.0,4.0,yes
33.0,unemployed,married,secondary,-144.0,no,no,30.0,jul,481.0,3.0,yes
36.0,self-employed,single,tertiary,1240.0,no,no,31.0,jul,812.0,3.0,yes
35.0,blue-collar,divorced,primary,1792.0,yes,no,31.0,jul,630.0,6.0,yes
50.0,blue-collar,married,,2284.0,yes,no,31.0,jul,1088.0,17.0,yes
55.0,technician,married,secondary,264.0,yes,yes,31.0,jul,1150.0,5.0,yes
51.0,unemployed,divorced,tertiary,0.0,no,no,31.0,jul,574.0,2.0,yes
48.0,entrepreneur,married,tertiary,-392.0,no,no,31.0,jul,725.0,4.0,yes
55.0,,divorced,primary,77.0,no,no,31.0,jul,463.0,6.0,yes
30.0,services,married,secondary,48.0,yes,no,31.0,jul,662.0,13.0,yes
,blue-collar,married,primary,252.0,no,no,31.0,jul,727.0,4.0,yes
40.0,blue-collar,married,secondary,1954.0,no,no,31.0,jul,1107.0,2.0,yes
44.0,technician,married,primary,755.0,no,yes,31.0,jul,829.0,4.0,yes
49.0,management,divorced,tertiary,755.0,no,no,31.0,jul,1212.0,4.0,yes
40.0,admin.,married,secondary,341.0,no,no,31.0,jul,1142.0,5.0,yes
58.0,unemployed,married,primary,1183.0,no,no,31.0,jul,1721.0,5.0,yes
49.0,services,married,secondary,388.0,no,no,31.0,jul,1032.0,4.0,yes
38.0,technician,married,secondary,1919.0,no,no,4.0,aug,846.0,1.0,yes
51.0,,divorced,tertiary,1613.0,no,no,4.0,aug,870.0,1.0,yes
36.0,management,divorced,tertiary,0.0,no,no,4.0,aug,1165.0,1.0,yes
55.0,retired,married,secondary,0.0,no,no,4.0,aug,1110.0,1.0,yes
43.0,technician,married,tertiary,0.0,no,no,4.0,aug,1488.0,2.0,yes
60.0,management,divorced,secondary,0.0,no,no,5.0,aug,603.0,3.0,yes
